"x"	"family"	"x.1"	"TRY30_Family.y"	"TRY30_PhylogeneticGroup.y"	"PlantGrowth.y"	"LeafCompoundness.y"	"Woody"	"LeafType.new.y"	"leafPT.new.y"	"group"	"ID"	"P50"	"slope"	"TLP"	"Ks"	"Ks_area"	"Kl_xy"	"Kl_area"	"LS"	"HSM50"	"P50_l"	"slope_O"	"WD"	"leafN"	"leafNa"	"GR"	"Hmax"	"LMA"	"AI"	"MAT"	"MaxTm"	"VariableT"	"TdriestQ"	"TwarmestQ"	"MAP"	"PwetestM"	"PdriestM"	"PwetestQ"	"PdriestQ"	"PwarmestQ"	"Ks_Hmax"	"LS_Hmax"
"5213"	"Heisteria cauliflora"	"Olacaceae"	"Heisteria cauliflora"	"Olacaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	14687.35965	25.93051897	31.76052621	11.19736833	26.49649114	26.71067246	2329.280702	368.877193	70.90350877	954.7017544	270.1754386	310.4473684	NA	NA
"5214"	"Heisteria concinna"	"Olacaceae"	"Heisteria concinna"	"Olacaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.715	2.873847086	0.559615788	0.667829373	24.2	4.649952329	17742.19565	24.90821255	30.37028988	10.53768117	25.11763282	25.85760868	2857.514493	452.5797101	51.10869565	1151.797101	207.5797101	536.1086957	NA	NA
"5215"	"Heisteria densifrons"	"Olacaceae"	"Heisteria densifrons"	"Olacaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	2.791165108	0.21511138	NA	9	NA	16772.2	25.73883927	31.63714292	11.73642866	25.9230952	26.37357144	2407.042857	362.7	63.16428571	993.7142857	229.95	356.9285714	NA	NA
"5216"	"Heisteria maytenoides"	"Olacaceae"	"Heisteria maytenoides"	"Olacaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA	19185.55	27.06958335	32.66000004	11.80000019	27.64583333	27.88833337	2837	423.9	74.65	1186.9	276.3	308.45	NA	NA
"5217"	"Heisteria ovata"	"Olacaceae"	"Heisteria ovata"	"Olacaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	3.015534901	0.570979547	NA	25	NA	11903.00365	24.41208942	31.54927012	15.00036505	23.66934305	25.4461679	1763.583942	292.5291971	27.51824818	802.2189781	104.5036496	366.7372263	NA	NA
"5218"	"Heisteria spruceana"	"Olacaceae"	"Heisteria spruceana"	"Olacaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	3.538056564	NA	NA	10	NA	19912.17341	25.87177262	31.56358378	11.88959531	25.51165705	26.44990362	2527.83237	315.0809249	109.7052023	888.0404624	366.2369942	594.3352601	NA	NA
"5219"	"Helianthemum aegyptiacum"	"Cistaceae"	"Helianthemum aegyptiacum"	"Cistaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11	4.7285376	3469.974026	15.26146645	29.07415582	28.55194803	23.11153681	23.23852815	539.9792208	87.13246753	8.148051948	236.4662338	38.6987013	42.47402597	NA	NA
"5220"	"Helianthemum almeriense"	"Cistaceae"	"Helianthemum almeriense"	"Cistaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.262364264	0.44	NA	1773.235369	16.79806393	30.48161182	27.05628402	24.20109805	24.41128351	294.5151903	39.52958107	2.563479373	113.7537576	19.43396226	22.30444516	NA	NA
"5221"	"Helianthemum cinereum"	"Cistaceae"	"Helianthemum cinereum"	"Cistaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	0.2	NA	3246.515925	13.36885313	27.9825211	29.54042594	20.96493668	21.92107636	478.4497314	62.19819647	13.25518035	168.1471604	57.91289332	62.66538757	NA	NA
"5222"	"Helianthemum croceum"	"Cistaceae"	"Helianthemum croceum"	"Cistaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.336472237	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5223"	"Helianthemum hirtum"	"Cistaceae"	"Helianthemum hirtum"	"Cistaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.693147181	0.3	NA	3178.645974	13.97726796	28.41995051	29.35697255	20.6455728	22.36153096	475.0980657	64.40508322	13.95186685	168.1596941	62.97795771	69.2717049	NA	NA
"5224"	"Helianthemum lippii"	"Cistaceae"	"Helianthemum lippii"	"Cistaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.104586678	NA	NA	0.36	NA	613.5550459	20.41981078	34.58876131	30.31422002	27.10435778	27.84778286	134.5389908	28.35091743	0.327981651	77.11697248	2.043577982	3.903669725	NA	NA
"5225"	"Helianthemum marifolium"	"Cistaceae"	"Helianthemum marifolium"	"Cistaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.175	NA	NA	NA	0.63	NA	3071.326445	14.23995184	28.43026268	28.71786338	17.38328663	22.35798599	459.1327496	64.93590193	15.32399299	164.3288967	66.85183888	78.84588441	NA	NA
"5226"	"Helianthemum squamatum"	"Cistaceae"	"Helianthemum squamatum"	"Cistaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	3.063390922	0.343589704	-1.203972804	0.4	NA	2420.034018	15.06901724	29.94231039	30.02962435	21.65427592	23.56901724	387.789511	50.89652729	10.07299787	137.1176471	46.24238129	50.71509568	NA	NA
"5227"	"Helianthemum syriacum"	"Cistaceae"	"Helianthemum syriacum"	"Cistaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.175	1.943048917	NA	NA	0.5	NA	2537.178993	15.54242911	29.54737845	28.37350693	21.99517072	23.55292535	400.5767361	57.628125	10.94166667	145.2883681	53.05277778	62.19982639	NA	NA
"5228"	"Helianthostylis sprucei"	"Moraceae"	"Helianthostylis sprucei"	"Moraceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	1.39624469197306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.625	3.115735066	NA	NA	NA	NA	19317.13408	25.7004655	31.08882667	10.70502778	25.79869642	26.22206693	2791.072626	371.972067	96.91620112	998.2793296	359.0055866	556.8547486	NA	NA
"5229"	"Helichrysum elatum"	"Compositae"	"Helichrysum elatum"	"Asteraceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	3.711618941	5097.2	16.1941667	27.73999977	24.53999972	10.24000008	22.15333347	767.8	102	36.4	264.4	128.6	261.4	NA	NA
"5230"	"Helichrysum italicum"	"Compositae"	"Helichrysum italicum"	"Asteraceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.405465108	0.5	NA	3787.526472	13.6251024	27.42109518	27.95256475	18.00249052	21.69788609	529.8665677	73.06762329	15.3805047	193.5546759	66.6199901	76.43806696	NA	NA
"5231"	"Helichrysum stoechas"	"Compositae"	"Helichrysum stoechas"	"Asteraceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.666880924	-0.020202707	0.09531018	0.6	4.474149924	3910.14054	14.35472821	27.89067803	27.40999079	19.8120656	22.19532787	549.9615417	75.94975337	17.33868406	198.8687401	73.33358415	83.50071064	NA	NA
"5232"	"Helicia cochinchinensis"	"Proteaceae"	"Helicia cochinchinensis"	"Proteaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	2.650421088	-0.110931561	NA	20	4.533674184	16966.00275	18.98067765	30.2956044	23.27472529	13.02568681	25.72174908	2186.14011	367.0961538	62.4478022	967.8434066	218.3653846	862.1126374	NA	NA
"5233"	"Helicia excelsa"	"Proteaceae"	"Helicia excelsa"	"Proteaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA	17894.62162	24.35596846	30.2027027	11.89729723	24.19459459	25.23918914	2491.243243	306.5675676	121.5135135	844.1081081	407.5405405	624	NA	NA
"5234"	"Helicia formosana"	"Proteaceae"	"Helicia formosana"	"Proteaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.312535424	NA	NA	10	NA	24877.38972	19.68648424	27.09751237	16.11359866	15.37316193	23.83300162	3116.137645	598.4527363	79.13930348	1567.217247	266.5870647	1517.238806	NA	NA
"5235"	"Helicia nilagirica"	"Proteaceae"	"Helicia nilagirica"	"Proteaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.635	NA	NA	NA	12	NA	9935.361446	20.58202813	29.72168679	19.80843376	16.00502012	24.50963856	1450.072289	277.3373494	13.8313253	750	58.44578313	607.9518072	NA	NA
"5236"	"Helicia obovatifolia"	"Proteaceae"	"Helicia obovatifolia"	"Proteaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	20	NA	11793.64286	21.30267861	31.59999984	21.99999998	15.51071431	26.98571431	1719.285714	315.6428571	26.92857143	859.9285714	104.6428571	721.7142857	NA	NA
"5237"	"Helicia rengetiensis"	"Proteaceae"	"Helicia rengetiensis"	"Proteaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14710019	NA	NA	NA	NA	25380.34646	19.96932413	26.22440945	14.00314964	16.18727032	23.14580047	3299.220472	743.1968504	42.95275591	1918.582677	151.7322835	1911.629921	NA	NA
"5238"	"Helicia reticulata"	"Proteaceae"	"Helicia reticulata"	"Proteaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	1.26694760348732	NA	0.494696241836107	-0.105360516	NA	0.482426149	NA	0.536493371	NA	NA	NA	0.68	NA	NA	NA	10	4.517649588	12544.04054	19.81171171	31.80135139	25.12027035	12.95382882	26.89481982	1607.094595	288.6351351	33.58108108	781.1081081	121.8378378	685.7837838	-2.407945609	2.83907846399405
"5239"	"Helicia robusta"	"Proteaceae"	"Helicia robusta"	"Proteaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"drought"	"BD"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.850706502	0.148420005	NA	11	NA	19790.64	23.98061108	29.54533337	11.14666685	23.83866662	24.7208889	2788.893333	353.48	123.12	970.0933333	418.7333333	706.7066667	NA	NA
"5240"	"Heliciopsis lobata"	"Proteaceae"	"Heliciopsis lobata"	"Proteaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA	20	NA	11298.875	23.43593752	32.4749999	19.62499988	17.87083334	28.24166663	1658.25	315.75	22.375	889.125	84.125	797.875	NA	NA
"5241"	"Helicostylis elegans"	"Moraceae"	"Helicostylis elegans"	"Moraceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	25	NA	20512.65672	25.72288556	31.23432817	11.46417902	25.7930348	26.36815915	2635.58209	322.5970149	105.5223881	914.4925373	373.1940299	508.5373134	NA	NA
"5242"	"Helicostylis pedunculata"	"Moraceae"	"Helicostylis pedunculata"	"Moraceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	3.124125488	0.703097511	NA	30	NA	15536.30769	25.65256408	31.54230741	11.44999996	25.93141013	26.51410245	2321.076923	351.9230769	63.80769231	966.3076923	225.8461538	293.3076923	NA	NA
"5243"	"Helicostylis scabra"	"Moraceae"	"Helicostylis scabra"	"Moraceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.735	2.977822853	0.746687947	NA	NA	4.684905154	19796.97674	25.9301841	31.48837188	11.51220909	25.96618221	26.55620153	2587.290698	328.9651163	105.2151163	928.1918605	357.5930233	517.6627907	NA	NA
"5244"	"Helicostylis tomentosa"	"Moraceae"	"Helicostylis tomentosa"	"Moraceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.595	3.25617161	0.783901544	NA	34	4.434381865	14730.3125	23.96904296	29.8109374	11.90468741	23.70468751	25.02552085	2060.867188	278.390625	74.8828125	766.828125	266.78125	441.328125	NA	NA
"5245"	"Helicostylis turbinata"	"Moraceae"	"Helicostylis turbinata"	"Moraceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	NA	20819.86364	25.85833326	31.47272682	11.47272682	25.71590903	26.46363624	2613.636364	325.5909091	114.6363636	929.7727273	373.5909091	624.6818182	NA	NA
"5246"	"Helietta apiculata"	"Rutaceae"	"Helietta apiculata"	"Rutaceae"	"Angiosperm"	"tree"	"compound"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA	9967.76338	20.92619717	30.764507	20.65464788	17.50760563	24.84971829	1538.48169	181.7408451	75.09014085	492.3661972	262.6507042	452.7014085	NA	NA
"5247"	"Helietta parvifolia"	"Rutaceae"	"Helietta parvifolia"	"Rutaceae"	"Angiosperm"	"shrub"	"compound"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.01	NA	3019.181495	20.27658659	31.79323843	24.47046264	16.23451957	24.47004744	566.6405694	119.0284698	11.53736655	274.5765125	44.3772242	200.9679715	NA	NA
"5248"	"Heliocarpus americanus"	"Malvaceae"	"Heliocarpus americanus"	"Tiliaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	1.526056303	NA	NA	NA	NA	NA	NA	NA	0.22	3.496507561	0.667829373	NA	22.31	NA	13073.7587	21.31574143	28.16188007	14.14914875	20.36368123	22.64775475	1879.766099	286.5181347	54.47594375	759.8341969	197.6868986	477.2723908	-1.578978705	NA
"5249"	"Heliocarpus appendiculatus"	"Malvaceae"	"Heliocarpus appendiculatus"	"Tiliaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.185	3.05305734	0.09531018	NA	30	3.576550269	14126.96959	22.82426953	30.31556346	15.44311271	22.10661895	24.71162789	2313.057245	395.8729875	44.63864043	1050.189624	166.4025045	536.8103757	NA	NA
"5250"	"Heliocarpus pallidus"	"Malvaceae"	"Heliocarpus pallidus"	"Tiliaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"drought"	"BD"	1	NA	NA	NA	1.704748092	NA	NA	NA	NA	NA	NA	NA	0.58	3.555348061	0.207014169	NA	15	NA	6057.200772	24.44078185	32.83320464	16.89459457	23.08815958	26.55109396	1072.687259	254.1119691	7.355212355	665.8494208	27.06177606	425.7722008	-1.003302109	NA
"5251"	"Heliocarpus popayanensis"	"Malvaceae"	"Heliocarpus popayanensis"	"Tiliaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"drought"	"BD"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	12761.17406	21.04980091	28.18122862	14.85699655	19.72252559	22.66575654	1818.491468	259.8395904	61.11604096	693.2764505	222.1843003	502.8668942	NA	NA
"5252"	"Hemiptelea davidii"	"Ulmaceae"	"Hemiptelea davidii"	"Ulmaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	9075.136364	12.44715908	30.26590915	36.78863644	0.696212115	24.0534091	1069.477273	232.4772727	23.04545455	559.4318182	83.25	533.6818182	NA	NA
"5253"	"Henriettea multiflora"	"Melastomataceae"	"Henriettea multiflora"	"Melastomataceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	12670.52632	25.82817982	31.12456124	10.17719282	25.94546785	26.53611109	2047.964912	330.754386	66.75438596	837.2368421	266.1052632	352.4298246	NA	NA
"5254"	"Henriettea tuberculosa"	"Melastomataceae"	"Henriettea tuberculosa"	"Melastomataceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA	NA	NA	21781.09266	23.81161518	29.16602318	10.45559845	24.1126126	24.63815958	3385.617761	463.96139	86.5019305	1217.142857	359.8648649	599.6370656	NA	NA
"5255"	"Henriettella caudata"	"Melastomataceae"	"Henriettella caudata"	"Melastomataceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"drought"	"BD"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	15505	25.26794353	30.96935472	10.93387102	25.46102148	25.9865591	2328.854839	363.4032258	72.48387097	963.2419355	269.6290323	359.2903226	NA	NA
"5256"	"Henriettella fascicularis"	"Melastomataceae"	"Henriettella fascicularis"	"Melastomataceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"drought"	"BD"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.545	3.286534473	-0.051293294	NA	1.52	NA	12295.5	24.58645833	31.52499962	14.27499986	23.20000005	26.08750002	2184.25	319	65.5	875.25	228.25	600.25	NA	NA
"5257"	"Henriettella flavescens"	"Melastomataceae"	"Henriettella flavescens"	"Melastomataceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"drought"	"BD"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.721295428	0.122217633	NA	8	NA	17784.16667	25.03402778	30.68333316	10.86666656	25.66527777	25.69513888	2795.25	445	76.08333333	1130.416667	294.0416667	306.7916667	NA	NA
"5258"	"Henriettella verrucosa"	"Melastomataceae"	"Henriettella verrucosa"	"Melastomataceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"drought"	"BD"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA	NA	NA	22519	23.57054595	29.05517243	11.23103452	23.55747127	24.10632181	2913.965517	345.862069	138	958.3103448	479.0689655	665.3793103	NA	NA
"5259"	"Henriquezia verticillata"	"Rubiaceae"	"Henriquezia verticillata"	"Rubiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	2.667228207	NA	NA	NA	NA	19395.6087	26.49275356	32.40434763	11.90869539	26.6804347	27.03115933	2638.086957	350.0434783	117.0869565	971.3043478	390.0434783	510.0869565	NA	NA
"5260"	"Heritiera fomes"	"Malvaceae"	"Heritiera fomes"	"Sterculiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	11095	26.29305545	34.66666603	17.23333295	27.64444425	29.46666633	1989	410.3333333	23.66666667	1136.333333	89.33333333	409	NA	NA
"5261"	"Heritiera javanica"	"Malvaceae"	"Heritiera javanica"	"Sterculiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	15207.6	26.6194444	31.49333331	9.713333384	26.3444444	27.07999994	2352.4	310.0666667	104.6	836.9333333	347.8666667	582.4	NA	NA
"5262"	"Heritiera littoralis"	"Malvaceae"	"Heritiera littoralis"	"Sterculiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	0.943905898907128	NA	NA	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA	16	4.025887262	12927.28642	25.11140946	31.31679015	13.02567907	23.55185185	27.14851851	2235.325926	389.0148148	65.32592593	1026.62963	235.3506173	781.582716	NA	NA
"5263"	"Heritiera macrophylla"	"Malvaceae"	"Heritiera macrophylla"	"Sterculiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"5264"	"Heritiera ornithocephala"	"Malvaceae"	"Heritiera ornithocephala"	"Sterculiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	17330.66667	24.10555564	29.13333384	10.0333341	22.62222205	25.63333363	2583.666667	339	91.33333333	932	343.3333333	925.3333333	NA	NA
"5265"	"Heritiera parvifolia"	"Malvaceae"	"Heritiera parvifolia"	"Sterculiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.725	2.557227311	NA	NA	40	NA	9072.6	25.06000002	32.35999908	15.97999954	21.32666664	28.50999978	1498.8	274	21.2	747.4	73	502	NA	NA
"5266"	"Heritiera simplicifolia"	"Malvaceae"	"Heritiera simplicifolia"	"Sterculiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.685	NA	NA	NA	NA	NA	16957.85714	27.14851188	32.19999995	10.22857141	27.18214284	27.64464284	2604.785714	324.7857143	132.0714286	886.3571429	448.6428571	590.6428571	NA	NA
"5267"	"Heritiera sumatrana"	"Malvaceae"	"Heritiera sumatrana"	"Sterculiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	0.524728528934982	3.776890331	NA	NA	NA	NA	NA	NA	NA	NA	43.68	0.53	2.86105737	0.741937345	NA	15	NA	17580.95238	26.2144841	31.54285712	10.71904764	26.24920638	26.73412694	2744.571429	312.2380952	152.1428571	879.2380952	505.7619048	662.5714286	NA	NA
"5268"	"Hernandia albiflora"	"Hernandiaceae"	"Hernandia albiflora"	NA	"Angiosperm"	NA	NA	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	0.148420005	NA	NA	NA	0.46	NA	NA	NA	5.23	3.919594271	16946.44295	23.67239933	30.76711411	15.46577185	21.72449665	26.45973154	3024.718121	614.9395973	43.11409396	1587.57047	182.7181208	1160.543624	NA	1.80283128307683
"5269"	"Hernandia didymantha"	"Hernandiaceae"	"Hernandia didymantha"	"Hernandiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.275	3.261935314	0.712949808	NA	NA	4.356708827	20936.5	24.61844758	29.76451606	9.975806407	24.91155911	25.43817204	3275.427419	444.25	81.30645161	1187.830645	334.6935484	587.2580645	NA	NA
"5270"	"Hernandia guianensis"	"Hernandiaceae"	"Hernandia guianensis"	"Hernandiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	14528.89474	26.34725878	31.93157859	10.87105224	26.65394734	27.08421045	2301.236842	368.7368421	58.65789474	989.2105263	216.6578947	314.8947368	NA	NA
"5271"	"Hernandia nymphaeifolia"	"Hernandiaceae"	"Hernandia nymphaeifolia"	"Hernandiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	14768.83556	25.29657408	30.43600003	10.67422231	24.24777779	26.78385186	2409.262222	353.8355556	95.24	950.5688889	327.1644444	742.2177778	NA	NA
"5272"	"Hernandia sonora"	"Hernandiaceae"	"Hernandia sonora"	"Hernandiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.275	2.887590115	NA	NA	NA	NA	11612.28571	23.71833335	30.37714277	13.96857132	21.74000002	26.07380957	1919.257143	314.6	61.54285714	838.1714286	212.6857143	674.4571429	NA	NA
